T21,"Total imports, exports and balance of trade",,,,,,,
Region/Country/Area,,Year,Series,System of trade,System of trade footnote,Value,Footnotes,Source
11,Western Africa,2015,Exports FOB (millions of US dollars),,,"88,940",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
11,Western Africa,2022,Exports FOB (millions of US dollars),,,"126,439",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
11,Western Africa,2023,Exports FOB (millions of US dollars),,,"128,338",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
11,Western Africa,2024,Exports FOB (millions of US dollars),,,"124,816",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
11,Western Africa,1995,Balance imports/exports (millions of US dollars),,,"2,597",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
11,Western Africa,2005,Balance imports/exports (millions of US dollars),,,"26,273",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
11,Western Africa,2010,Balance imports/exports (millions of US dollars),,,"30,194",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
11,Western Africa,2015,Balance imports/exports (millions of US dollars),,,-471,,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
11,Western Africa,2022,Balance imports/exports (millions of US dollars),,,"-23,951",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
11,Western Africa,2023,Balance imports/exports (millions of US dollars),,,"-28,868",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
11,Western Africa,2024,Balance imports/exports (millions of US dollars),,,"-10,754",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
19,Americas,1995,Imports CIF (millions of US dollars),,,"1,178,848",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
19,Americas,2005,Imports CIF (millions of US dollars),,,"2,557,150",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
19,Americas,2010,Imports CIF (millions of US dollars),,,"3,230,657",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
19,Americas,2015,Imports CIF (millions of US dollars),,,"3,756,634",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
19,Americas,2022,Imports CIF (millions of US dollars),,,"5,446,794",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
19,Americas,2023,Imports CIF (millions of US dollars),,,"5,132,436",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
19,Americas,2024,Imports CIF (millions of US dollars),,,"5,362,969",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
19,Americas,1995,Exports FOB (millions of US dollars),,,"997,709",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
19,Americas,2005,Exports FOB (millions of US dollars),,,"1,835,325",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
19,Americas,2010,Exports FOB (millions of US dollars),,,"2,551,125",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
19,Americas,2015,Exports FOB (millions of US dollars),,,"2,822,984",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
19,Americas,2022,Exports FOB (millions of US dollars),,,"4,057,843",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
19,Americas,2023,Exports FOB (millions of US dollars),,,"3,963,139",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
19,Americas,2024,Exports FOB (millions of US dollars),,,"4,061,918",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
19,Americas,1995,Balance imports/exports (millions of US dollars),,,"-181,139",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
19,Americas,2005,Balance imports/exports (millions of US dollars),,,"-721,825",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
19,Americas,2010,Balance imports/exports (millions of US dollars),,,"-679,532",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
19,Americas,2015,Balance imports/exports (millions of US dollars),,,"-933,649",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
19,Americas,2022,Balance imports/exports (millions of US dollars),,,"-1,388,950",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
19,Americas,2023,Balance imports/exports (millions of US dollars),,,"-1,169,297",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
19,Americas,2024,Balance imports/exports (millions of US dollars),,,"-1,301,051",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
21,Northern America,1995,Imports CIF (millions of US dollars),,,"936,343",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
21,Northern America,2005,Imports CIF (millions of US dollars),,,"2,048,668",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
21,Northern America,2010,Imports CIF (millions of US dollars),,,"2,362,932",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
21,Northern America,2015,Imports CIF (millions of US dollars),,,"2,736,654",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
21,Northern America,2022,Imports CIF (millions of US dollars),,,"3,946,797",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
21,Northern America,2023,Imports CIF (millions of US dollars),,,"3,729,326",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
21,Northern America,2024,Imports CIF (millions of US dollars),,,"3,917,311",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
21,Northern America,1995,Exports FOB (millions of US dollars),,,"774,525",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
21,Northern America,2005,Exports FOB (millions of US dollars),,,"1,265,374",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
21,Northern America,2010,Exports FOB (millions of US dollars),,,"1,665,220",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
21,Northern America,2015,Exports FOB (millions of US dollars),,,"1,911,491",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
21,Northern America,2022,Exports FOB (millions of US dollars),,,"2,659,805",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
21,Northern America,2023,Exports FOB (millions of US dollars),,,"2,586,225",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
21,Northern America,2024,Exports FOB (millions of US dollars),,,"2,633,931",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
21,Northern America,1995,Balance imports/exports (millions of US dollars),,,"-161,818",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
21,Northern America,2005,Balance imports/exports (millions of US dollars),,,"-783,295",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
21,Northern America,2010,Balance imports/exports (millions of US dollars),,,"-697,713",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
21,Northern America,2015,Balance imports/exports (millions of US dollars),,,"-825,163",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
21,Northern America,2022,Balance imports/exports (millions of US dollars),,,"-1,286,992",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
21,Northern America,2023,Balance imports/exports (millions of US dollars),,,"-1,143,101",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
21,Northern America,2024,Balance imports/exports (millions of US dollars),,,"-1,283,380",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
419,Latin America & the Caribbean,1995,Imports CIF (millions of US dollars),,,"242,505",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
419,Latin America & the Caribbean,2005,Imports CIF (millions of US dollars),,,"508,481",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
419,Latin America & the Caribbean,2010,Imports CIF (millions of US dollars),,,"867,725",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
419,Latin America & the Caribbean,2015,Imports CIF (millions of US dollars),,,"1,019,980",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
419,Latin America & the Caribbean,2022,Imports CIF (millions of US dollars),,,"1,499,997",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
419,Latin America & the Caribbean,2023,Imports CIF (millions of US dollars),,,"1,403,109",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
419,Latin America & the Caribbean,2024,Imports CIF (millions of US dollars),,,"1,445,658",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
419,Latin America & the Caribbean,1995,Exports FOB (millions of US dollars),,,"223,184",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
419,Latin America & the Caribbean,2005,Exports FOB (millions of US dollars),,,"569,951",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
419,Latin America & the Caribbean,2010,Exports FOB (millions of US dollars),,,"885,906",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
419,Latin America & the Caribbean,2015,Exports FOB (millions of US dollars),,,"911,494",,"United Nations Statistics Division, New York, Commodity Trade Statistics Database (UN COMTRADE), last accessed June 2025."
